observation_date,WANAN,WVNAN,WINAN,WYNAN
1986-06-01,1788.4,600.4,2051.9,206.5
1986-07-01,1770.6,605.1,2031.5,202.1
1986-08-01,1782.4,599.8,2041.6,200.5
1986-09-01,1806.0,604.1,2061.0,196.8
1986-10-01,1808.8,601.7,2067.3,189.1
1986-11-01,1800.0,600.0,2070.0,184.8
1986-12-01,1800.1,601.6,2060.8,183.4
1987-01-01,1769.0,584.7,2004.6,176.3
1987-02-01,1775.4,580.6,2013.5,174.9
1987-03-01,1794.4,588.2,2028.3,174.7
1987-04-01,1822.1,593.3,2064.3,176.8
1987-05-01,1844.4,600.3,2091.1,184.5
1987-06-01,1871.7,603.1,2119.4,189.7
1987-07-01,1858.3,604.2,2102.2,185.8
1987-08-01,1874.5,599.9,2109.2,187.8
1987-09-01,1901.0,605.1,2129.1,192.0
1987-10-01,1904.3,609.9,2139.2,187.1
1987-11-01,1901.6,610.1,2137.8,184.2
1987-12-01,1905.0,608.5,2136.2,183.4
1988-01-01,1854.7,589.9,2072.0,179.2
1988-02-01,1865.9,589.6,2082.7,179.2
1988-03-01,1885.8,597.0,2099.7,180.1
1988-04-01,1913.1,605.6,2141.4,184.5
1988-05-01,1934.0,622.3,2166.0,190.7
1988-06-01,1962.2,614.4,2202.5,199.5
1988-07-01,1947.7,616.7,2186.8,194.8
1988-08-01,1957.4,617.2,2191.8,196.9
1988-09-01,1994.4,613.0,2215.8,196.4
1988-10-01,1987.5,613.0,2220.2,190.9
1988-11-01,1999.0,624.5,2223.9,188.9
1988-12-01,2001.0,614.9,2218.9,187.3
1989-01-01,1950.6,600.7,2152.9,182.4
1989-02-01,1958.3,599.2,2164.8,181.3
1989-03-01,1985.4,606.3,2179.1,183.8
1989-04-01,2010.9,611.5,2208.2,188.2
1989-05-01,2041.6,617.8,2234.4,194.0
1989-06-01,2075.6,618.5,2272.5,202.1
1989-07-01,2053.6,608.0,2249.3,196.8
1989-08-01,2071.0,614.4,2260.2,197.4
1989-09-01,2109.2,623.6,2274.5,201.4
1989-10-01,2098.5,624.8,2277.6,197.7
1989-11-01,2109.4,626.7,2282.1,193.8
1989-12-01,2113.8,625.3,2281.1,194.4
1990-01-01,2070.3,592.4,2206.7,186.9
1990-02-01,2081.1,594.8,2220.8,187.4
1990-03-01,2105.1,604.4,2236.0,190.4
1990-04-01,2127.1,609.1,2268.7,194.5
1990-05-01,2154.4,627.4,2298.1,200.4
1990-06-01,2182.0,617.9,2333.7,208.4
1990-07-01,2156.7,610.8,2309.6,202.7
1990-08-01,2172.0,612.1,2315.7,203.6
1990-09-01,2195.0,617.6,2331.6,206.4
1990-10-01,2174.8,618.4,2329.4,202.1
1990-11-01,2182.5,616.5,2329.4,200.2
1990-12-01,2170.9,615.8,2317.8,199.3
1991-01-01,2113.3,596.3,2232.8,192.6
1991-02-01,2122.0,596.7,2237.5,192.8
1991-03-01,2144.0,603.7,2251.2,195.5
1991-04-01,2159.7,606.9,2275.3,197.7
1991-05-01,2189.7,614.0,2303.6,205.9
1991-06-01,2203.5,614.3,2335.4,213.4
1991-07-01,2188.0,607.2,2313.4,207.6
1991-08-01,2192.8,608.8,2323.0,208.3
1991-09-01,2224.6,616.0,2333.2,211.4
1991-10-01,2217.7,617.5,2341.5,207.5
1991-11-01,2220.6,617.3,2340.8,202.4
1991-12-01,2210.3,616.4,2334.8,202.2
1992-01-01,2159.7,599.6,2268.7,196.1
1992-02-01,2172.2,602.6,2277.0,196.0
1992-03-01,2192.9,608.3,2287.6,197.7
1992-04-01,2210.2,614.9,2334.8,199.9
1992-05-01,2234.1,634.6,2366.0,208.3
1992-06-01,2251.9,620.3,2392.3,214.4
1992-07-01,2229.2,617.9,2374.5,208.7
1992-08-01,2233.3,619.0,2379.8,210.6
1992-09-01,2266.5,626.2,2398.0,213.5
1992-10-01,2261.7,631.7,2404.4,209.8
1992-11-01,2262.9,631.9,2405.9,207.3
1992-12-01,2257.1,632.9,2401.2,205.3
1993-01-01,2185.6,613.1,2324.5,199.4
1993-02-01,2202.2,614.7,2341.4,198.7
1993-03-01,2223.1,618.5,2355.0,200.4
1993-04-01,2245.3,628.7,2376.9,203.6
1993-05-01,2269.0,637.2,2416.2,211.5
1993-06-01,2292.5,634.2,2442.9,220.4
1993-07-01,2281.9,631.7,2424.2,215.4
1993-08-01,2278.4,632.0,2430.9,216.2
1993-09-01,2317.5,640.6,2449.8,220.2
1993-10-01,2300.0,645.5,2460.7,215.6
1993-11-01,2306.6,644.6,2460.8,211.3
1993-12-01,2301.5,650.6,2462.6,211.9
1994-01-01,2240.3,621.0,2383.2,205.5
1994-02-01,2254.4,628.1,2397.1,205.0
1994-03-01,2268.4,636.4,2421.1,207.0
1994-04-01,2292.5,648.1,2455.5,210.4
1994-05-01,2315.1,669.2,2486.6,218.4
1994-06-01,2340.8,656.4,2522.6,226.7
1994-07-01,2313.6,652.6,2512.4,221.6
1994-08-01,2325.6,657.1,2511.8,224.5
1994-09-01,2365.3,666.3,2543.0,225.8
1994-10-01,2354.6,665.5,2540.3,221.1
1994-11-01,2368.9,677.7,2555.2,218.7
1994-12-01,2361.1,666.3,2552.3,217.5
1995-01-01,2296.6,643.4,2476.1,210.5
1995-02-01,2311.2,645.4,2487.4,209.8
1995-03-01,2335.6,655.8,2512.0,212.1
1995-04-01,2347.5,663.5,2532.7,213.6
1995-05-01,2369.4,670.8,2558.7,220.3
1995-06-01,2400.3,669.4,2600.3,230.8
1995-07-01,2354.7,664.2,2570.6,223.2
1995-08-01,2366.5,668.1,2578.8,223.8
1995-09-01,2404.3,675.3,2595.7,228.4
1995-10-01,2372.8,676.2,2593.8,223.8
1995-11-01,2382.7,675.5,2593.2,218.0
1995-12-01,2394.0,675.2,2593.3,218.1
1996-01-01,2337.8,647.9,2522.8,211.2
1996-02-01,2351.1,655.5,2519.0,210.9
1996-03-01,2379.6,663.9,2544.7,212.3
1996-04-01,2396.8,667.5,2563.1,214.8
1996-05-01,2426.4,691.2,2603.7,223.6
1996-06-01,2449.8,677.5,2637.5,231.4
1996-07-01,2433.6,672.4,2610.4,225.1
1996-08-01,2444.6,674.4,2626.3,227.8
1996-09-01,2474.1,683.6,2634.6,229.9
1996-10-01,2483.8,682.9,2641.5,225.9
1996-11-01,2496.8,684.0,2647.4,221.7
1996-12-01,2494.9,681.4,2643.5,219.2
1997-01-01,2433.3,659.8,2558.9,212.9
1997-02-01,2453.4,662.1,2568.4,212.4
1997-03-01,2479.7,670.2,2583.6,214.9
1997-04-01,2502.7,674.7,2616.7,217.5
1997-05-01,2536.9,682.6,2658.6,227.2
1997-06-01,2569.2,684.1,2694.9,233.7
1997-07-01,2545.9,676.8,2670.4,231.7
1997-08-01,2548.1,678.8,2678.5,232.5
1997-09-01,2576.4,687.1,2694.5,233.5
1997-10-01,2587.8,691.2,2707.2,229.5
1997-11-01,2599.6,692.7,2710.5,224.4
1997-12-01,2604.0,692.2,2714.1,224.8
1998-01-01,2530.4,667.6,2624.0,218.1
1998-02-01,2552.2,671.9,2638.0,218.1
1998-03-01,2572.9,678.5,2650.6,219.5
1998-04-01,2596.5,684.0,2690.5,222.4
1998-05-01,2626.7,703.4,2725.6,232.4
1998-06-01,2650.7,694.9,2758.8,237.7
1998-07-01,2633.3,687.7,2730.3,234.3
1998-08-01,2631.1,689.9,2737.2,234.5
1998-09-01,2658.0,697.6,2745.3,235.3
1998-10-01,2662.7,700.8,2759.5,231.9
1998-11-01,2672.0,701.4,2767.1,227.7
1998-12-01,2671.2,701.8,2774.6,228.0
1999-01-01,2601.7,674.5,2685.2,221.2
1999-02-01,2614.7,679.4,2698.6,220.9
1999-03-01,2641.1,685.1,2717.0,224.6
1999-04-01,2651.3,694.1,2759.7,227.2
1999-05-01,2671.3,699.9,2786.7,234.9
1999-06-01,2696.0,699.7,2825.9,242.6
1999-07-01,2690.4,692.1,2807.2,240.1
1999-08-01,2689.7,693.1,2809.8,239.9
1999-09-01,2712.0,699.8,2814.2,241.1
1999-10-01,2723.6,705.1,2825.7,237.8
1999-11-01,2730.2,704.7,2827.7,233.1
1999-12-01,2732.0,706.2,2834.1,234.0
2000-01-01,2671.0,681.5,2747.4,228.0
2000-02-01,2678.0,682.3,2758.2,228.8
2000-03-01,2721.5,696.3,2783.6,232.4
2000-04-01,2720.5,700.1,2818.8,234.2
2000-05-01,2755.3,718.3,2845.4,241.9
2000-06-01,2779.5,705.6,2884.0,248.4
2000-07-01,2744.8,699.8,2851.0,246.0
2000-08-01,2756.8,696.6,2856.9,246.7
2000-09-01,2775.8,707.8,2857.8,245.2
2000-10-01,2778.6,708.7,2862.6,243.1
2000-11-01,2786.0,711.6,2868.4,238.3
2000-12-01,2785.6,710.5,2853.1,239.4
2001-01-01,2707.7,685.7,2769.2,233.3
2001-02-01,2713.9,689.1,2774.8,233.7
2001-03-01,2731.6,698.0,2787.3,237.1
2001-04-01,2736.0,701.0,2811.9,239.5
2001-05-01,2755.3,705.5,2838.4,247.3
2001-06-01,2774.4,706.6,2859.9,256.2
2001-07-01,2737.7,697.2,2827.5,252.4
2001-08-01,2733.7,700.1,2827.4,254.1
2001-09-01,2741.8,704.9,2823.2,251.5
2001-10-01,2733.6,706.7,2819.0,249.0
2001-11-01,2725.6,708.5,2810.8,245.6
2001-12-01,2708.0,707.5,2796.6,245.4
2002-01-01,2638.5,682.7,2717.6,238.1
2002-02-01,2642.4,687.0,2715.7,237.9
2002-03-01,2653.2,695.1,2734.1,240.4
2002-04-01,2666.8,698.4,2764.2,242.5
2002-05-01,2691.9,713.7,2797.4,250.3
2002-06-01,2707.3,701.9,2821.0,257.8
2002-07-01,2701.3,696.7,2793.0,255.2
2002-08-01,2700.1,698.1,2798.0,255.0
2002-09-01,2715.4,703.2,2795.9,254.4
2002-10-01,2719.4,702.5,2811.6,250.7
2002-11-01,2724.4,704.9,2813.7,246.6
2002-12-01,2711.2,702.9,2799.0,246.2
2003-01-01,2652.1,680.4,2707.5,239.1
2003-02-01,2661.9,678.4,2715.4,238.7
2003-03-01,2669.2,686.9,2723.5,240.2
2003-04-01,2683.3,693.3,2758.4,243.3
2003-05-01,2709.0,698.3,2792.6,250.9
2003-06-01,2724.7,697.1,2814.9,259.9
2003-07-01,2705.0,691.5,2778.2,257.0
2003-08-01,2704.3,693.6,2780.2,258.3
2003-09-01,2722.1,699.3,2789.3,257.4
2003-10-01,2730.3,702.1,2806.5,255.2
2003-11-01,2732.3,700.9,2799.4,250.0
2003-12-01,2728.0,704.3,2796.0,250.5
2004-01-01,2655.5,682.9,2713.8,244.1
2004-02-01,2674.2,685.3,2722.9,244.6
2004-03-01,2699.5,695.6,2739.8,247.2
2004-04-01,2722.0,703.1,2779.3,250.9
2004-05-01,2744.0,719.0,2812.7,256.5
2004-06-01,2766.6,705.7,2843.1,265.6
2004-07-01,2749.7,701.1,2829.7,262.7
2004-08-01,2744.5,702.5,2833.9,262.4
2004-09-01,2764.4,709.6,2831.7,260.3
2004-10-01,2783.0,713.4,2842.5,258.6
2004-11-01,2791.0,713.1,2842.0,255.5
2004-12-01,2786.6,714.2,2836.1,256.1
2005-01-01,2724.9,693.5,2751.8,249.8
2005-02-01,2740.5,696.4,2763.2,251.0
2005-03-01,2765.8,702.7,2777.8,254.3
2005-04-01,2791.2,711.2,2824.9,257.2
2005-05-01,2816.2,717.4,2849.0,264.1
2005-06-01,2837.1,716.6,2874.4,273.1
2005-07-01,2823.5,710.2,2855.6,271.1
2005-08-01,2823.4,712.9,2857.8,271.7
2005-09-01,2836.4,721.0,2870.6,271.7
2005-10-01,2857.0,719.7,2867.7,269.6
2005-11-01,2870.2,723.2,2869.5,266.1
2005-12-01,2871.3,725.2,2869.6,267.5
2006-01-01,2811.8,706.0,2783.2,262.7
2006-02-01,2832.3,708.9,2786.9,264.6
2006-03-01,2853.0,718.1,2804.8,267.9
2006-04-01,2868.4,720.8,2844.4,270.0
2006-05-01,2898.5,736.3,2873.3,278.1
2006-06-01,2929.7,726.6,2909.7,288.4
2006-07-01,2899.5,714.7,2878.4,283.9
2006-08-01,2903.3,719.1,2879.5,284.4
2006-09-01,2930.2,727.7,2888.5,285.2
2006-10-01,2933.4,728.2,2887.4,282.4
2006-11-01,2942.0,732.5,2887.5,279.8
2006-12-01,2938.6,732.1,2885.1,282.4
2007-01-01,2879.2,708.1,2806.4,275.9
2007-02-01,2909.7,705.1,2801.9,277.7
2007-03-01,2927.4,716.3,2821.8,281.1
2007-04-01,2945.5,720.4,2854.0,281.3
2007-05-01,2974.8,726.1,2895.9,290.0
2007-06-01,3001.5,727.1,2934.2,299.2
2007-07-01,2979.9,718.1,2897.4,295.5
2007-08-01,2980.7,722.8,2898.7,296.0
2007-09-01,2997.0,729.8,2899.0,296.9
2007-10-01,3007.0,731.2,2900.1,294.8
2007-11-01,3020.2,734.7,2901.3,292.6
2007-12-01,3010.9,734.4,2897.6,293.4
2008-01-01,2952.6,712.9,2818.8,287.3
2008-02-01,2972.3,716.7,2814.6,289.2
2008-03-01,2984.8,720.8,2827.4,291.0
2008-04-01,2995.6,725.6,2855.7,291.6
2008-05-01,3017.0,741.0,2897.9,300.3
2008-06-01,3029.7,728.6,2919.1,307.7
2008-07-01,3015.0,724.1,2887.6,305.3
2008-08-01,3010.7,726.2,2886.2,305.1
2008-09-01,3016.5,733.3,2889.6,306.8
2008-10-01,2991.9,735.5,2889.7,304.3
2008-11-01,2994.8,735.6,2877.2,298.8
2008-12-01,2962.0,732.6,2854.6,297.5
2009-01-01,2887.6,706.5,2744.6,287.5
2009-02-01,2881.2,706.5,2731.2,285.8
2009-03-01,2872.9,710.7,2723.5,285.7
2009-04-01,2869.1,712.7,2735.6,283.7
2009-05-01,2882.6,716.5,2765.1,291.1
2009-06-01,2882.7,715.6,2775.3,294.6
2009-07-01,2859.9,705.9,2738.6,289.7
2009-08-01,2838.4,707.5,2732.3,288.9
2009-09-01,2852.6,710.1,2731.9,291.2
2009-10-01,2862.2,711.9,2744.2,285.7
2009-11-01,2851.4,713.5,2739.7,281.2
2009-12-01,2834.2,714.2,2731.9,280.4
2010-01-01,2777.0,690.4,2646.3,272.7
2010-02-01,2784.5,692.2,2651.0,273.8
2010-03-01,2801.8,704.5,2665.4,275.9
2010-04-01,2827.1,711.1,2711.0,278.5
2010-05-01,2853.3,727.9,2743.2,286.4
2010-06-01,2859.6,716.9,2762.0,292.9
2010-07-01,2847.3,712.7,2740.6,289.1
2010-08-01,2828.8,713.6,2744.6,290.7
2010-09-01,2849.0,718.8,2747.0,293.3
2010-10-01,2872.0,721.9,2767.6,290.6
2010-11-01,2870.1,723.8,2768.3,284.3
2010-12-01,2858.7,720.0,2753.3,284.6
2011-01-01,2807.1,698.5,2676.7,276.2
2011-02-01,2819.8,703.0,2683.6,277.8
2011-03-01,2832.0,711.2,2699.7,280.1
2011-04-01,2862.4,720.6,2737.0,281.3
2011-05-01,2880.3,724.6,2766.7,288.8
2011-06-01,2893.4,718.0,2784.5,296.9
2011-07-01,2888.7,713.7,2770.8,296.9
2011-08-01,2877.5,718.5,2771.3,297.5
2011-09-01,2895.5,730.2,2782.3,299.2
2011-10-01,2905.2,732.5,2785.9,295.5
2011-11-01,2908.2,736.1,2786.0,290.3
2011-12-01,2895.2,735.3,2777.5,291.7
2012-01-01,2839.9,715.6,2690.0,283.2
2012-02-01,2854.5,718.7,2704.3,284.6
2012-03-01,2876.3,726.9,2732.6,286.7
2012-04-01,2897.7,731.9,2768.0,287.8
2012-05-01,2926.3,745.8,2802.1,294.2
2012-06-01,2945.3,726.4,2822.0,300.8
2012-07-01,2931.8,719.4,2790.2,299.2
2012-08-01,2927.6,722.4,2796.5,299.2
2012-09-01,2943.3,733.7,2805.2,299.1
2012-10-01,2964.4,735.4,2818.1,296.1
2012-11-01,2969.1,736.1,2826.4,291.0
2012-12-01,2954.5,735.3,2814.1,291.9
2013-01-01,2906.3,713.9,2719.8,283.9
2013-02-01,2924.2,716.0,2745.0,284.5
2013-03-01,2938.6,722.3,2759.2,287.0
2013-04-01,2960.1,727.8,2778.6,287.6
2013-05-01,2989.9,734.2,2822.0,295.2
2013-06-01,3001.4,727.3,2846.5,303.2
2013-07-01,2992.5,720.1,2823.5,301.5
2013-08-01,2994.1,723.5,2832.3,301.0
2013-09-01,3011.6,729.2,2840.6,300.1
2013-10-01,3027.0,732.0,2848.8,298.2
2013-11-01,3033.0,735.8,2852.4,292.4
2013-12-01,3023.6,732.6,2846.5,293.2
2014-01-01,2985.5,708.8,2764.7,286.7
2014-02-01,2992.4,708.0,2777.3,287.6
2014-03-01,3010.5,717.1,2791.3,289.6
2014-04-01,3026.6,725.7,2826.9,291.4
2014-05-01,3051.7,741.8,2863.0,300.0
2014-06-01,3069.7,716.5,2890.4,307.4
2014-07-01,3071.8,712.5,2869.8,306.9
2014-08-01,3073.3,718.6,2882.8,305.8
2014-09-01,3090.4,730.2,2882.3,305.5
2014-10-01,3097.4,736.2,2892.6,304.2
2014-11-01,3105.1,737.2,2903.0,296.4
2014-12-01,3106.6,735.3,2891.2,298.8
2015-01-01,3061.3,713.4,2808.8,291.6
2015-02-01,3073.6,711.4,2824.1,291.8
2015-03-01,3095.7,715.8,2838.3,292.8
2015-04-01,3120.8,722.8,2877.6,293.2
2015-05-01,3147.6,728.3,2906.5,298.7
2015-06-01,3171.0,720.8,2930.3,303.9
2015-07-01,3162.9,712.9,2914.8,303.5
2015-08-01,3157.6,714.8,2916.6,302.7
2015-09-01,3177.4,723.8,2917.2,302.1
2015-10-01,3183.5,728.8,2930.4,299.6
2015-11-01,3190.9,730.0,2929.6,291.2
2015-12-01,3188.7,728.6,2930.5,291.5
2016-01-01,3153.0,703.0,2852.7,283.1
2016-02-01,3172.1,700.7,2869.7,282.4
2016-03-01,3190.2,709.3,2879.5,283.2
2016-04-01,3223.5,714.4,2923.4,282.7
2016-05-01,3249.1,724.1,2939.0,288.1
2016-06-01,3265.3,707.4,2960.0,293.6
2016-07-01,3260.6,701.4,2951.7,291.6
2016-08-01,3255.3,703.9,2957.0,290.6
2016-09-01,3281.5,714.5,2948.3,289.1
2016-10-01,3279.1,716.7,2956.1,285.8
2016-11-01,3290.5,728.3,2966.3,279.7
2016-12-01,3286.8,716.0,2948.0,280.4
2017-01-01,3234.0,697.2,2876.2,274.1
2017-02-01,3251.0,698.8,2892.5,275.1
2017-03-01,3276.5,705.1,2905.5,277.0
2017-04-01,3299.4,708.2,2939.2,277.8
2017-05-01,3330.2,713.1,2965.9,285.5
2017-06-01,3355.1,710.5,2992.7,292.1
2017-07-01,3340.9,704.4,2975.0,290.5
2017-08-01,3331.1,707.2,2971.2,291.1
2017-09-01,3350.7,716.5,2968.1,290.6
2017-10-01,3353.6,721.0,2977.8,286.4
2017-11-01,3363.2,721.4,2981.6,280.7
2017-12-01,3361.6,717.9,2977.1,282.0
2018-01-01,3325.2,700.4,2907.9,276.1
2018-02-01,3340.1,702.1,2928.8,276.4
2018-03-01,3364.3,708.2,2939.5,278.2
2018-04-01,3377.0,715.7,2960.2,279.6
2018-05-01,3407.9,730.1,2992.8,287.2
2018-06-01,3427.8,723.1,3022.9,293.7
2018-07-01,3413.6,718.8,3001.8,292.7
2018-08-01,3415.1,723.5,3005.0,292.9
2018-09-01,3424.9,729.1,2991.8,291.6
2018-10-01,3434.7,734.2,3000.8,290.0
2018-11-01,3442.3,732.7,3009.0,285.4
2018-12-01,3433.7,726.7,3001.2,286.5
2019-01-01,3395.4,706.2,2928.8,280.9
2019-02-01,3381.0,705.9,2936.2,282.6
2019-03-01,3421.1,710.6,2949.2,283.7
2019-04-01,3447.5,717.9,2977.1,284.4
2019-05-01,3477.5,720.5,3000.0,292.2
2019-06-01,3497.4,719.6,3034.2,298.9
2019-07-01,3491.1,712.9,3010.5,297.7
2019-08-01,3490.5,717.2,3004.8,298.3
2019-09-01,3493.6,719.6,2990.5,296.3
2019-10-01,3497.9,722.0,3007.0,294.6
2019-11-01,3506.1,720.1,3007.6,287.6
2019-12-01,3508.3,716.4,3005.6,288.8
2020-01-01,3463.7,703.9,2935.3,283.0
2020-02-01,3476.5,702.5,2950.2,282.7
2020-03-01,3469.3,701.5,2940.2,282.4
2020-04-01,3091.9,610.1,2581.7,259.1
2020-05-01,3098.0,625.2,2658.0,264.0
2020-06-01,3195.5,660.9,2772.7,271.8
2020-07-01,3229.6,652.9,2802.2,272.6
2020-08-01,3252.2,660.8,2831.5,275.9
2020-09-01,3274.8,669.0,2840.1,277.0
2020-10-01,3280.6,678.0,2861.8,275.7
2020-11-01,3289.7,678.7,2855.8,270.7
2020-12-01,3264.8,675.9,2856.2,273.3
2021-01-01,3217.3,657.8,2800.3,266.2
2021-02-01,3247.1,661.9,2811.8,268.1
2021-03-01,3286.1,672.6,2829.9,270.3
2021-04-01,3325.1,676.6,2872.1,272.7
2021-05-01,3352.1,681.3,2894.7,279.2
2021-06-01,3382.1,681.6,2928.9,286.6
2021-07-01,3400.6,681.8,2933.2,285.3
2021-08-01,3406.6,684.0,2922.9,284.9
2021-09-01,3426.3,687.0,2912.3,284.8
2021-10-01,3457.5,694.9,2932.8,282.8
2021-11-01,3468.9,698.1,2935.1,278.7
2021-12-01,3469.9,697.6,2933.3,280.7
2022-01-01,3410.1,681.7,2873.9,274.2
2022-02-01,3454.0,687.5,2905.3,276.0
2022-03-01,3478.7,692.7,2917.5,277.4
2022-04-01,3500.6,697.2,2950.4,280.2
2022-05-01,3521.8,708.5,2970.2,284.6
2022-06-01,3542.4,696.5,2999.6,291.4
2022-07-01,3562.5,693.6,3006.7,292.1
2022-08-01,3568.6,696.1,3009.8,291.5
2022-09-01,3572.5,703.4,3003.6,292.1
2022-10-01,3575.6,704.7,3009.3,288.5
2022-11-01,3577.6,715.1,3012.7,284.5
2022-12-01,3572.8,705.5,3002.0,286.4
2023-01-01,3527.9,695.9,2943.7,281.3
2023-02-01,3545.0,700.5,2965.3,282.4
2023-03-01,3561.6,704.6,2977.1,284.3
2023-04-01,3584.6,708.4,2999.2,285.2
2023-05-01,3609.2,711.3,3017.3,292.3
2023-06-01,3638.6,713.8,3053.9,298.9
2023-07-01,3615.4,704.8,3034.1,297.5
2023-08-01,3610.0,708.9,3031.0,297.8
2023-09-01,3617.0,716.6,3024.7,297.9
2023-10-01,3630.4,720.9,3037.6,295.1
2023-11-01,3623.6,723.7,3038.4,291.4
2023-12-01,3631.3,723.4,3028.6,290.8
2024-01-01,3580.7,707.7,2965.0,284.4
2024-02-01,3599.5,712.9,2992.8,285.9
2024-03-01,3622.0,715.3,2997.6,287.5
2024-04-01,3640.9,718.4,3028.7,289.6
2024-05-01,3675.0,728.8,3050.7,294.7
2024-06-01,3707.2,720.1,3079.3,300.5
2024-07-01,3689.8,714.1,3067.4,299.1
2024-08-01,3682.3,716.7,3068.7,299.7
2024-09-01,3673.1,720.4,3053.6,300.1
2024-10-01,3645.7,724.9,3063.0,298.8
2024-11-01,3668.7,726.5,3060.4,295.2
2024-12-01,3675.5,724.6,3044.7,295.9
